,index,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18
0,20190125,20190125,17300,2,200,1.17,1680,-3535,23361,-20889,-12632,-2772,-5485,0,0,0,0,0,1063,0
1,20190124,20190124,-17100,5,-150,-0.87,2142,3537,17388,-20272,4,0,-12158,0,0,0,-8118,0,-653,0
2,20190123,20190123,-17250,5,-150,-0.86,1429,2374,5172,-2871,5,-3536,6000,0,0,0,-5340,0,-4675,0
3,20190122,20190122,-17400,5,-400,-2.25,2132,5580,-17309,10729,-1194,7253,1967,0,2703,0,0,0,1000,0
4,20190121,20190121,-17800,5,-50,-0.28,3177,-6339,4343,2022,5,7236,13422,0,0,0,-18641,0,0,-26
5,20190118,20190118,17850,3,0,0.0,5103,11247,-22520,15433,12978,-12000,8367,0,0,4875,1213,0,-1980,-2180
6,20190117,20190117,17850,2,450,2.59,5503,-24022,2824,19793,10213,-292,14392,35,0,0,-4555,0,1297,108
7,20190116,20190116,17400,2,200,1.16,4474,-36255,25887,12955,1709,7735,28374,28,0,-1194,-23697,0,-2428,-159
8,20190115,20190115,17200,2,100,0.58,3699,-9686,15795,-5508,69,-8783,425,0,0,10000,-7219,0,-849,248
9,20190114,20190114,17100,2,150,0.88,2613,-35984,14192,21316,231,13496,8368,0,0,0,-779,0,756,-280
10,20190111,20190111,16950,2,400,2.42,2062,-36947,23909,12004,156,-2474,14322,0,0,0,0,0,1001,33
11,20190110,20190110,-16550,5,-200,-1.19,4800,76757,-36111,-40963,-729,-638,-16867,0,0,-19343,-3386,0,92,225
12,20190109,20190109,-16750,5,-300,-1.76,2095,46694,-8263,-39602,92,-323,-6691,0,0,-24301,-8379,0,-999,2170
13,20190108,20190108,-17050,5,-200,-1.16,2326,-9425,-14246,23711,-3641,0,14697,0,0,688,11967,0,0,-40
14,20190107,20190107,17250,2,350,2.07,3195,-4584,-16152,19736,-12,5757,10770,0,0,0,3221,0,1000,0
15,20190104,20190104,16900,2,850,5.3,3553,-37657,6542,29551,-2,20741,8468,0,0,177,167,0,1500,64
16,20190103,20190103,-16050,5,-350,-2.13,3103,-8869,3125,6386,-270,9594,6011,0,0,0,-8949,0,-627,-15
17,20190102,20190102,-16400,5,-700,-4.09,4987,-2293,4333,-2539,-174,9304,-3834,5789,0,-14627,1003,0,770,-271
18,20181228,20181228,17100,2,50,0.29,2125,9259,-5172,-5687,-2135,2475,-12405,0,0,-500,6878,0,1600,0
19,20181227,20181227,-17050,5,-400,-2.29,5194,38172,-75789,36254,1161,25314,8915,0,0,17930,-17066,0,1060,303
20,20181226,20181226,17450,3,0,0.0,7195,23669,-64102,41784,-4,19588,-500,0,0,23498,-798,0,-1541,190
21,20181224,20181224,17450,2,1050,6.4,10149,-29034,2466,30957,-20,28070,-1000,0,-7380,10606,681,0,-4212,-177
22,20181221,20181221,16400,3,0,0.0,2625,20703,-4010,-17476,-6,-3000,3881,0,0,-18351,0,0,618,165
23,20181220,20181220,-16400,5,-450,-2.67,2622,17412,-40121,24439,7789,11221,3600,10,0,-10000,11819,0,-1670,-60
24,20181219,20181219,16850,2,950,5.97,4454,-63574,25528,34747,1156,2988,2309,20,2819,-1100,26555,0,3255,44
25,20181218,20181218,-15900,5,-650,-3.93,3609,-1962,-18371,20333,0,15683,7077,0,0,0,-2427,0,0,0
26,20181217,20181217,16550,2,350,2.16,4771,11860,-33890,21721,880,7412,11235,0,5197,-21654,18651,0,309,0
27,20181214,20181214,-16200,5,-800,-4.71,4028,40146,-9052,-32384,-1313,0,521,0,0,-14882,-16710,0,0,1290
28,20181213,20181213,17000,3,0,0.0,3396,52228,-20674,-34716,-904,-1345,-2366,0,-3270,-39783,12952,0,3152,10
29,20181212,20181212,17000,2,800,4.94,3113,-15072,25579,-9616,-186,1023,1682,0,0,-4539,-7596,0,-891,0
30,20181211,20181211,-16200,5,-450,-2.7,3812,8372,32624,-40466,-251,0,-37056,0,0,0,-3159,0,-530,0
31,20181210,20181210,-16650,5,-1150,-6.46,7334,146684,-16543,-131586,-17856,0,-16477,0,0,-34263,-62990,0,1003,442
32,20181207,20181207,17800,2,700,4.09,4363,-43997,23501,18197,-1469,0,25908,0,-8975,5270,-15137,12600,2299,0
33,20181206,20181206,-17100,5,-1350,-7.32,9360,140016,17829,-142489,-13748,-13942,-25905,0,0,-1100,-87680,-114,-14856,-500
34,20181205,20181205,18450,2,50,0.27,3548,-26323,10485,15838,0,16767,0,0,3555,0,-4314,-170,0,0
35,20181204,20181204,18400,2,250,1.38,9253,-58720,90717,-29355,465,1000,-31259,37,0,-98,500,0,-2716,74
36,20181203,20181203,18150,2,750,4.31,8831,-103367,67104,38808,1787,31061,-1892,0,505,-11386,18733,0,-2370,-175
37,20181130,20181130,-17400,5,-300,-1.69,6159,4580,-38873,30993,0,0,1700,0,-2693,0,31986,0,3300,0
38,20181129,20181129,17700,2,550,3.21,7460,-38020,11188,11213,1103,4300,5797,0,-15671,-62,15746,0,15623,-4
39,20181128,20181128,17150,2,100,0.59,6624,8150,-47891,39382,8639,6016,22551,0,779,-1549,2946,0,934,-575
40,20181127,20181127,17050,2,1150,7.23,12264,-164381,70004,103806,5000,-4944,33931,5074,1657,20069,43019,0,-4969,-4460
41,20181126,20181126,-15900,5,-800,-4.79,8078,-34478,-7806,33513,5482,9950,15687,1055,0,1912,-573,0,5658,3113
42,20181123,20181123,16700,2,250,1.52,15411,-199582,44254,147369,7956,23349,69078,0,2050,12300,32636,0,7859,100
43,20181122,20181122,16450,2,2700,19.64,35377,-92769,-87845,192497,3268,88002,19632,6791,8937,31449,34418,0,-12406,523
44,20181121,20181121,13750,2,300,2.23,298,-1307,878,-204,0,0,0,0,0,-204,0,0,633,0
45,20181120,20181120,-13450,5,-350,-2.54,1030,13408,-7001,-8846,0,0,279,0,0,-363,-8762,0,2237,202
46,20181119,20181119,13800,2,150,1.1,634,-1343,-1659,0,0,0,0,0,0,0,0,0,3000,2
47,20181116,20181116,13650,3,0,0.0,1364,37126,-9133,-28000,0,0,-20000,0,0,0,-8000,0,0,7
48,20181115,20181115,13650,2,650,5.0,1308,-8595,-2437,10781,-1,0,10782,0,0,0,0,0,241,10
49,20181114,20181114,13000,3,0,0.0,592,-3326,3326,0,0,0,0,0,0,0,0,0,0,0
50,20181113,20181113,-13000,5,-50,-0.38,638,-3964,13264,-9500,0,0,-3000,0,0,-6500,0,0,200,0
51,20181112,20181112,-13050,5,-450,-3.33,809,-3246,5746,-6000,0,0,-4000,0,0,-1000,-1000,0,3500,0
52,20181109,20181109,-13500,5,-350,-2.53,1262,25300,11012,-35247,0,-2000,-29247,0,0,-4000,0,0,-1065,0
53,20181108,20181108,-13850,5,-100,-0.72,1181,37759,-151,-38628,0,-500,-28649,0,0,-1900,-1048,-6531,1020,0
54,20181107,20181107,-13950,5,-200,-1.41,850,10856,-10653,-6603,0,0,0,0,0,0,0,-6603,6400,0
55,20181106,20181106,-14150,5,-100,-0.7,515,18584,-16840,-2844,0,0,-2844,0,0,0,0,0,1100,0
56,20181105,20181105,14250,2,100,0.71,635,8407,-10714,0,0,0,0,0,0,0,0,0,2307,0
57,20181102,20181102,14150,2,850,6.39,2404,-74518,37010,40873,4752,0,13491,0,0,-3529,26159,0,-3365,0
58,20181101,20181101,13300,3,0,0.0,1148,30947,-5617,-15782,0,-10782,0,0,0,0,-5000,0,-9548,0
59,20181031,20181031,13300,3,0,0.0,1080,-15695,8049,5646,0,0,5644,0,0,0,2,0,2000,0
60,20181030,20181030,13300,2,1000,8.13,2658,-61294,11571,66033,-1,0,1932,0,0,0,64102,0,-16272,-38
61,20181029,20181029,-12300,5,-750,-5.75,3169,-59381,61120,4849,-1,-500,-6299,0,0,-1500,13149,0,-6721,133
62,20181026,20181026,-13050,5,-650,-4.74,1267,-15043,18679,-2924,10489,0,-1747,0,0,0,-11666,0,0,-712
63,20181025,20181025,-13700,5,-600,-4.2,1906,-21013,27471,-5858,-2,0,0,0,0,-4086,-1770,0,1000,-1600
64,20181024,20181024,-14300,5,-550,-3.7,939,-4615,1233,3399,4206,264,3126,0,-4197,0,0,0,-17,0
65,20181023,20181023,-14850,5,-300,-1.98,1041,-8970,-12092,20262,-3,10518,3313,-3694,0,0,10128,0,800,0
66,20181022,20181022,15150,3,0,0.0,333,-1081,-1347,1728,-5,0,0,0,0,1733,0,0,0,700
67,20181019,20181019,15150,3,0,0.0,745,-5325,5486,-261,-6,0,0,0,0,3148,-3403,0,-100,200
68,20181018,20181018,-15150,5,-200,-1.3,541,2559,273,-2732,-8,0,0,0,0,0,-2724,0,0,-100
69,20181017,20181017,15350,2,50,0.33,935,-1377,-4268,5045,0,0,0,0,0,0,5045,0,0,600
70,20181016,20181016,15300,2,200,1.32,934,-8738,-2337,10435,0,100,7234,0,0,2100,1001,0,-260,900
71,20181015,20181015,15100,2,800,5.59,3886,27791,-30801,5932,-11271,100,8702,0,0,2400,6001,0,-830,-2092
72,20181012,20181012,-14300,5,-100,-0.69,1773,51173,-24911,-29230,-20,-35559,1826,0,0,1052,3471,0,410,2558
73,20181011,20181011,-14400,5,-300,-2.04,3398,-59009,41623,16426,1,0,5625,0,0,0,10800,0,521,439
74,20181010,20181010,-14700,5,-1000,-6.37,2520,26130,7817,-33966,0,-5301,-21036,0,0,0,-7629,0,0,19
75,20181008,20181008,-15700,5,-600,-3.68,1669,8543,-12920,6165,0,5205,3418,0,0,400,-2500,-358,-1400,-388
76,20181005,20181005,-16300,5,-200,-1.21,2954,-4614,2261,-200,0,0,-680,0,0,0,480,0,2600,-47
77,20181004,20181004,-16500,5,-500,-2.94,1969,23170,-8855,-14485,0,115,-18500,0,0,400,3500,0,-10,180
78,20181002,20181002,-17000,5,-550,-3.13,2485,23624,-16730,-8666,0,0,1135,-9200,0,-159,0,-442,1122,650
79,20181001,20181001,17550,2,50,0.29,2422,33166,-13444,-19414,0,0,0,-5901,0,-7893,-5620,0,-208,-100
80,20180928,20180928,17500,2,200,1.16,1443,-26646,1562,29037,0,0,32642,2678,0,461,-6744,0,-3543,-410
81,20180927,20180927,17300,3,0,0.0,681,-4613,-1937,8000,0,0,7000,0,0,1000,0,0,-1000,-450
82,20180921,20180921,17300,2,200,1.17,689,-13414,12424,1000,0,0,0,1000,0,0,0,0,-10,0
83,20180920,20180920,17100,2,250,1.48,1248,-18413,-11018,28231,0,627,1051,0,0,-452,27005,0,1200,0
84,20180919,20180919,-16850,5,-400,-2.32,1976,4444,-234,-5379,0,151,0,1000,0,0,-6530,0,-41,1210
85,20180918,20180918,-17250,5,-50,-0.29,851,-8137,-7110,15247,0,5047,200,0,0,10000,0,0,0,0
86,20180917,20180917,17300,2,350,2.06,798,-71,-1842,2000,0,0,0,2000,0,0,0,0,-33,-54
87,20180914,20180914,-16950,5,-50,-0.29,1521,-12139,10660,10105,0,0,300,10000,0,0,-195,0,-8700,74
88,20180913,20180913,-17000,5,-50,-0.29,1024,9434,-3500,-6084,0,0,-1976,0,0,0,-4108,0,0,150
89,20180912,20180912,-17050,5,-450,-2.57,1905,10133,1211,-12799,0,0,100,0,0,0,-12899,0,1000,455
90,20180911,20180911,17500,3,0,0.0,1167,14098,1858,-17406,-4517,0,-2833,0,0,0,-10056,0,1400,50
91,20180910,20180910,-17500,5,-250,-1.41,1064,4405,-9370,4655,-7099,0,500,0,0,10000,1254,0,0,310
92,20180907,20180907,-17750,5,-300,-1.66,545,2478,-2903,313,0,0,1000,0,0,0,-687,0,-8,120
93,20180906,20180906,18050,2,250,1.4,1216,12510,-477,-12102,-11644,0,0,0,0,0,-458,0,0,69
94,20180905,20180905,-17800,5,-450,-2.47,2101,-7511,-17871,25381,-70,0,500,0,0,25000,-49,0,-10,11
95,20180904,20180904,18250,2,50,0.27,1930,-8909,-14528,22933,-75,0,-1365,0,0,0,24373,0,504,0
96,20180903,20180903,-18200,5,-350,-1.89,1844,39644,-16105,-3532,0,0,-3532,0,0,0,0,0,-20016,9
97,20180831,20180831,18550,2,350,1.92,5684,-134996,15927,119042,145,8133,40164,0,7345,10893,52362,0,0,27
98,20180830,20180830,18200,2,1050,6.12,5245,-52596,22158,67674,0,0,48578,0,0,5086,14010,0,-36236,-1000
99,20180829,20180829,17150,2,100,0.59,1130,-127,2675,-3548,0,0,0,0,0,0,-3548,0,0,1000
100,20180828,20180828,17050,2,50,0.29,1180,21065,-5459,-16826,0,0,-10500,0,0,-6326,0,0,1200,20
101,20180827,20180827,-17000,5,-200,-1.16,871,12410,-4810,-8000,0,0,-8000,0,0,0,0,0,400,0
102,20180824,20180824,17200,2,200,1.18,1098,-3118,-3833,6901,6901,0,0,0,0,0,0,0,0,50
103,20180823,20180823,-17000,5,-100,-0.58,861,-899,-8250,3099,3099,0,0,0,0,0,0,0,6050,0
104,20180822,20180822,17100,2,50,0.29,1173,6771,-7171,0,0,0,0,0,0,0,0,0,500,-100
105,20180821,20180821,17050,2,50,0.29,1452,24305,-24305,0,0,0,0,0,0,0,0,0,0,0
106,20180820,20180820,17000,2,250,1.49,1385,19389,-17804,-3181,-5000,0,-3989,0,0,0,5808,0,1653,-57
107,20180817,20180817,16750,2,300,1.82,1386,31599,-9547,-20717,-5000,0,-6852,0,0,-730,-8135,0,-1936,601
108,20180816,20180816,-16450,5,-50,-0.3,966,19021,-12577,-6188,0,0,-3538,0,0,-2650,0,0,-250,-6
109,20180814,20180814,16500,2,50,0.3,1931,25718,-297,-25589,0,0,-4176,0,0,-1286,-21081,954,0,168
110,20180813,20180813,-16450,5,-850,-4.91,2824,40813,-46825,5738,-512,0,-3648,0,0,-1052,10950,0,123,151
111,20180810,20180810,17300,2,150,0.87,2558,37528,-12341,-25537,0,0,-10050,0,0,0,-15487,0,150,200
112,20180809,20180809,17150,2,200,1.18,1732,-1976,-7341,8589,23260,-3398,0,0,0,-11273,0,0,628,100
113,20180808,20180808,-16950,5,-150,-0.88,1357,43670,-5865,-39805,-12360,-3438,-6795,0,0,-11312,-5900,0,2000,0
114,20180807,20180807,-17100,5,-150,-0.87,1381,20769,2690,-17015,-131,-2502,-1159,0,0,-9923,-3300,0,-5294,-1150
115,20180806,20180806,-17250,5,-50,-0.29,1309,31555,-20441,-11114,-32,-2749,-2905,-704,-830,-2343,0,-1551,0,0
116,20180803,20180803,-17300,5,-50,-0.29,1812,-7767,9992,0,0,0,0,0,0,0,0,0,-2300,75
117,20180802,20180802,-17350,5,-800,-4.41,6487,116566,-31636,-83430,-620,-21302,-3090,-4918,-6434,-13207,-23010,-10849,-1200,-300
118,20180801,20180801,-18150,5,-150,-0.82,2777,6881,-2273,-3857,0,0,-464,0,0,0,-3393,0,221,-972
119,20180731,20180731,-18300,5,-100,-0.54,1490,13988,-11470,-4767,0,-696,-3150,0,0,-1000,79,0,518,1731
120,20180730,20180730,-18400,5,-50,-0.27,840,13946,-9506,-4424,-30,-723,-654,0,0,200,-3217,0,-16,0
121,20180727,20180727,18450,3,0,0.0,1164,-8507,-8457,14075,0,3772,-52,0,0,10941,-586,0,2889,0
122,20180726,20180726,18450,2,450,2.5,2129,10078,-1492,-10912,0,1112,3822,0,886,200,-16932,0,1128,1198
123,20180725,20180725,-18000,5,-400,-2.17,1861,-6284,3374,1740,1,0,-2446,0,3967,-500,718,0,1120,50
124,20180724,20180724,18400,2,250,1.38,2439,-31088,6554,17774,0,7066,536,-11173,0,20805,540,0,7000,-240
125,20180723,20180723,-18150,5,-1150,-5.96,3654,58833,-50255,-7928,-6380,0,-1341,0,0,0,-207,0,-650,0
126,20180720,20180720,19300,2,650,3.49,5236,-62143,54006,8540,7000,0,190,0,0,0,1350,0,-220,-183
127,20180719,20180719,-18650,5,-100,-0.53,1721,-25246,39336,-13773,-1173,0,-12100,0,0,-500,0,0,-317,0
128,20180718,20180718,-18750,5,-550,-2.85,1589,11897,973,-12870,-5602,0,-6768,0,0,-500,0,0,0,0
129,20180717,20180717,-19300,5,-350,-1.78,2362,-3208,-808,0,0,0,0,0,0,0,0,0,3966,50
130,20180716,20180716,19650,2,200,1.03,4377,-10294,2068,13560,-568,0,1408,5375,0,0,7345,0,-49,-5285
131,20180713,20180713,19450,2,50,0.26,2308,9703,-13797,2944,0,0,6023,0,0,-1071,-2008,0,1200,-50
132,20180712,20180712,19400,2,350,1.84,2256,-14487,12526,-14,0,0,-14,0,0,0,0,0,1900,75
133,20180711,20180711,-19050,5,-200,-1.04,2450,-33257,25773,980,-1010,0,1990,0,0,0,0,0,6270,234
134,20180710,20180710,-19250,5,-100,-0.52,2663,759,-1493,-2715,-1000,0,0,0,0,0,-1715,0,3449,0
135,20180709,20180709,19350,2,350,1.84,5571,-36632,30729,5800,3472,3589,7836,-13013,319,3772,-2547,2372,0,103
136,20180706,20180706,19000,2,250,1.33,3938,-53173,17788,34350,0,0,2100,-2482,0,500,32855,1377,1116,-81
137,20180705,20180705,-18750,5,-650,-3.35,8572,-6968,-32375,44227,637,6581,20048,22139,-11000,5353,269,200,-3960,-924
138,20180704,20180704,19400,2,400,2.11,10562,-136348,61831,73745,-1214,7230,40133,0,0,10552,17044,0,-6,778
139,20180703,20180703,19000,2,1100,6.15,16550,-160101,42821,125795,-1910,29840,65292,-24603,8418,16111,24196,8451,-3745,-4770
140,20180702,20180702,-17900,5,-50,-0.28,4907,-76303,19704,64637,60,0,9053,0,0,6445,49079,0,-5338,-2700
141,20180629,20180629,17950,2,1100,6.53,6300,-81651,41252,39900,-1398,-50,-842,0,0,0,42190,0,686,-187
142,20180628,20180628,16850,2,150,0.9,2590,-31485,-31654,59639,5508,0,0,0,0,0,54131,0,3500,0
143,20180627,20180627,16700,2,100,0.6,670,-4822,-191,6,0,0,1,0,0,0,5,0,5007,0
144,20180626,20180626,-16600,5,-200,-1.19,889,9446,-10146,0,0,0,0,0,0,0,0,0,700,0
145,20180625,20180625,16800,2,100,0.6,1096,14804,-12704,-3300,0,0,-3300,0,0,0,0,0,0,1200
146,20180622,20180622,16700,2,550,3.41,1666,11735,-11287,-500,-500,0,0,0,0,0,0,0,52,0
147,20180621,20180621,-16150,5,-550,-3.29,1827,4554,446,-5000,0,0,-5000,0,0,0,0,0,0,0
148,20180620,20180620,16700,2,150,0.91,1377,-2991,330,2637,0,0,693,0,0,0,1944,0,24,0
149,20180619,20180619,-16550,5,-200,-1.19,1814,41906,-17463,-24593,0,-4315,-3373,0,0,-11905,-5000,0,0,150
150,20180618,20180618,-16750,5,-550,-3.18,2450,50013,-26821,-25258,-29907,0,1307,0,0,0,3342,0,2056,10
151,20180615,20180615,17300,3,0,0.0,629,4125,-3556,-569,-792,0,0,0,0,0,223,0,0,0
152,20180614,20180614,-17300,5,-300,-1.7,1568,27111,220,-28371,0,0,-24050,0,0,-3300,-1021,0,1040,0
153,20180612,20180612,-17600,5,-100,-0.56,1137,12065,-6865,-6200,0,0,-6000,0,0,-200,0,0,500,500
154,20180611,20180611,-17700,5,-50,-0.28,1141,-5488,-6476,13108,1860,-61,2440,0,0,0,8869,0,-257,-887
155,20180608,20180608,17750,2,650,3.8,3381,-32595,-11404,44989,0,0,-7569,0,0,0,52558,0,-1000,10
156,20180607,20180607,-17100,5,-900,-5.0,5048,-1637,37416,-41798,5000,-56,-27385,0,0,-1500,-17857,0,4255,1764
157,20180605,20180605,-18000,5,-50,-0.28,957,-4059,-16278,18337,2000,4432,0,0,0,11905,0,0,1000,1000
158,20180604,20180604,-18050,5,-300,-1.63,1979,-2587,-9423,14000,14000,0,0,0,0,0,0,0,-3000,1010
159,20180601,20180601,18350,2,500,2.8,3528,-55819,32556,29917,6209,0,5865,-8008,0,0,25851,0,-5600,-1054
160,20180531,20180531,17850,2,50,0.28,777,-3974,-2018,5968,0,0,-532,0,6500,0,0,0,24,0
161,20180530,20180530,-17800,5,-50,-0.28,1646,-20897,12013,8391,1791,0,5400,0,0,800,400,0,416,77
162,20180529,20180529,-17850,5,-200,-1.11,1420,-9043,6128,2915,0,0,2815,0,0,0,100,0,0,0
163,20180528,20180528,18050,2,150,0.84,2929,-10359,-7434,15685,0,0,12185,0,1500,0,2000,0,2091,17
164,20180525,20180525,17900,2,100,0.56,2873,5909,-12459,528,0,0,0,0,0,528,0,0,6000,22
165,20180524,20180524,17800,2,650,3.79,4369,-36975,-3548,47200,0,0,34000,0,5000,7200,1000,0,-7679,1002
166,20180523,20180523,-17150,5,-50,-0.29,1038,4949,-5031,0,0,0,0,0,0,0,0,0,82,0
167,20180521,20180521,17200,2,250,1.47,1298,9672,-5682,0,0,0,0,0,0,0,0,0,-3990,0
168,20180518,20180518,16950,2,250,1.5,1037,-4665,4247,-500,-500,0,0,0,0,0,0,0,918,0
169,20180517,20180517,-16700,5,-100,-0.6,1951,39790,-4959,-36231,-1000,0,-17231,0,0,-8000,0,-10000,1200,200
170,20180516,20180516,16800,2,100,0.6,2469,23085,-30885,7228,28,0,5150,0,0,-7000,9050,0,572,0
171,20180515,20180515,16700,3,0,0.0,1455,4559,13232,-18791,1043,0,-18834,0,0,-1000,0,0,1000,0
172,20180514,20180514,-16700,5,-350,-2.05,1734,44346,-33972,-11235,550,0,-12074,0,0,0,289,0,830,31
173,20180511,20180511,17050,2,200,1.19,2509,-1530,-402,1632,22,0,1000,0,0,0,610,0,300,0
174,20180510,20180510,16850,2,100,0.6,1978,18071,-21343,1272,21,0,1000,0,0,-349,600,0,2000,0
175,20180509,20180509,16750,2,750,4.69,2454,12295,-4073,-4469,-2919,0,-10000,0,0,0,8450,0,-3753,0
176,20180508,20180508,-16000,5,-500,-3.03,2253,1167,2527,-4825,-128,0,0,0,0,0,-4697,0,1036,95
177,20180504,20180504,-16500,5,-400,-2.37,2362,10368,7518,-6788,76,0,-8000,0,0,0,1136,0,-10000,-1098
178,20180503,20180503,-16900,5,-200,-1.17,1598,29432,-10423,-19309,-5492,0,-5000,0,0,0,-8817,0,300,0
179,20180502,20180502,17100,2,100,0.59,1914,-4114,3273,851,37,0,0,0,0,0,814,0,-10,0
180,20180430,20180430,-17000,5,-450,-2.58,2953,35873,-46517,3115,-7564,0,0,0,0,10351,328,0,7559,-30
181,20180427,20180427,-17450,5,-50,-0.29,2563,-27754,26101,119,-10,0,0,0,0,0,129,0,1500,34
182,20180426,20180426,-17500,5,-300,-1.69,1739,-18618,11953,6358,121,0,0,0,0,0,6237,0,0,307
183,20180425,20180425,-17800,5,-350,-1.93,1698,25460,-23394,-1766,89,0,0,0,0,0,-1855,0,-300,0
184,20180424,20180424,-18150,5,-200,-1.09,2774,34980,3641,-15896,560,-15000,0,0,0,0,-1456,0,-22725,0
185,20180423,20180423,-18350,5,-650,-3.42,4908,-44494,10505,32080,143,0,0,0,0,0,31937,0,959,950
186,20180420,20180420,-19000,5,-50,-0.26,3628,14173,-24072,11400,42,0,0,0,0,0,11358,0,-1800,299
187,20180419,20180419,19050,2,200,1.06,3244,-48673,-2154,52701,12102,0,0,0,0,-327,40926,0,-981,-893
188,20180418,20180418,18850,2,150,0.8,6332,-32881,40450,-15854,-549,0,3000,0,0,-240,-18065,0,9500,-1215
189,20180417,20180417,-18700,5,-100,-0.53,6440,-9038,6489,496,-1034,5000,9608,0,0,-329,-12749,0,0,2053
190,20180416,20180416,18800,3,0,0.0,20658,16922,129898,-125836,-504,0,-424,-72598,0,-265,-52045,0,-14007,-6977
191,20180413,20180413,18800,2,450,2.45,3536,-12962,12752,653,17,0,10000,-9364,0,0,0,0,-93,-350
192,20180412,20180412,-18350,5,-300,-1.61,6374,14609,-8714,-6552,-3040,2000,-5073,-17131,0,16692,0,0,-407,1064
193,20180411,20180411,18650,2,950,5.37,6679,-81295,89182,-9448,3487,2000,0,-14935,0,0,0,0,3000,-1439
194,20180410,20180410,-17700,5,-300,-1.67,957,-13733,13568,165,165,0,0,0,0,0,0,0,0,0
195,20180409,20180409,18000,2,50,0.28,2367,-264,12185,-12885,1257,-16931,2451,0,0,0,338,0,1188,-224
196,20180406,20180406,-17950,5,-50,-0.28,2072,-2754,-4027,7856,1656,5000,0,0,0,0,1200,0,0,-1075
197,20180405,20180405,18000,2,200,1.12,3034,-9548,10556,292,-408,0,0,0,0,0,700,0,0,-1300
198,20180404,20180404,-17800,5,-150,-0.84,2205,11047,-12554,3040,-16,0,0,0,0,2000,1056,0,-1533,0
199,20180403,20180403,17950,3,0,0.0,2685,14358,-2371,2013,13,-19000,21000,0,0,0,0,0,-14000,0
200,20180402,20180402,17950,2,750,4.36,4191,-73498,-19133,99478,114,0,75292,-2031,0,16103,0,10000,-6947,100
201,20180330,20180330,17200,2,400,2.38,1096,-10659,4711,5831,40,0,0,0,0,0,5791,0,118,-1
202,20180329,20180329,16800,3,0,0.0,716,-6065,6973,62,62,0,0,0,0,0,0,0,-970,0
203,20180328,20180328,-16800,5,-300,-1.75,1625,-2188,178,38,38,0,0,0,0,0,0,0,1549,423
204,20180327,20180327,17100,3,0,0.0,1834,2739,-2831,51,51,0,0,0,0,0,0,0,41,0
205,20180326,20180326,17100,2,200,1.18,1692,12284,5175,-19426,-19685,0,259,0,0,0,0,0,-10,1977
206,20180323,20180323,-16900,5,-700,-3.98,2101,13957,-9580,79,79,0,0,0,0,0,0,0,-4956,500
207,20180322,20180322,-17600,5,-200,-1.12,2612,11410,4063,-14988,38,-10000,-5026,0,0,0,0,0,-485,0
208,20180321,20180321,-17800,5,-100,-0.56,4637,8125,-4181,-7229,71,0,0,-7300,0,0,0,0,4000,-715
209,20180320,20180320,17900,3,0,0.0,2388,26675,-14363,238,238,0,0,0,0,0,0,0,-8901,-3649
210,20180319,20180319,17900,2,100,0.56,2176,-9096,-5628,22287,7725,0,-2749,-2000,0,-835,21222,-1076,-7553,-10
211,20180316,20180316,17800,2,400,2.3,2781,-2658,-9831,8342,769,0,-551,-6000,0,0,14124,0,4147,0
212,20180315,20180315,-17400,5,-250,-1.42,1106,21539,-17013,-4424,3576,-8000,0,0,0,0,0,0,-2902,2800
213,20180314,20180314,17650,2,150,0.86,2054,-47390,24259,21831,8627,0,857,-1000,0,0,13347,0,1300,0
214,20180313,20180313,17500,2,900,5.42,4257,-37299,35781,1877,127,0,0,-7000,0,1141,7609,0,-1569,1210
215,20180312,20180312,16600,2,100,0.61,1703,6921,3850,-13092,-6231,-686,0,0,0,-6175,0,0,2321,0
216,20180309,20180309,16500,2,100,0.61,2299,-26383,-12053,36221,-872,0,0,0,0,0,37093,0,2215,0
217,20180308,20180308,-16400,5,-100,-0.61,2106,10975,12695,-27396,366,0,-27762,0,0,0,0,0,3476,250
218,20180307,20180307,-16500,5,-400,-2.37,1457,27095,-20009,-2404,453,-2857,0,0,0,0,0,0,-5032,350
219,20180306,20180306,-16900,5,-50,-0.29,987,-5328,3100,1825,369,0,0,0,0,0,1456,0,403,0
220,20180305,20180305,-16950,5,-250,-1.45,1245,-8312,-9601,15681,-266,0,0,2244,0,0,13703,0,2232,0
221,20180302,20180302,17200,3,0,0.0,1257,-28794,-8863,36625,576,0,0,0,0,0,36049,0,1032,0
222,20180228,20180228,-17200,5,-100,-0.58,1430,-20110,13336,6148,-1315,0,0,7463,0,0,0,0,-174,800
223,20180227,20180227,-17300,5,-300,-1.7,2131,5440,1558,-8498,-386,0,-1457,4317,0,0,-10972,0,1000,500
224,20180226,20180226,17600,2,400,2.33,2715,4010,-7890,4408,-1324,-1036,-4231,-4099,0,0,15098,0,-878,350
225,20180223,20180223,17200,3,0,0.0,1608,-19244,1812,12266,-1350,0,0,1200,0,0,12416,0,7616,-2450
226,20180222,20180222,-17200,5,-50,-0.29,1206,3671,-1618,-8342,387,0,0,2517,0,0,269,-11515,7147,-858
227,20180221,20180221,17250,2,350,2.07,2104,15209,-3048,-11129,215,3000,-8579,-4132,0,-4901,3268,0,810,-1842
