,index,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18
1193,20140317,20140317,-10100,5,-150,-1.46,1530,5561,-8761,3000,0,3000,0,0,0,0,0,0,0,200
1194,20140314,20140314,10250,2,250,2.5,1397,-4940,5225,-301,0,-301,0,0,0,0,0,0,0,16
1195,20140313,20140313,10000,2,350,3.63,2398,9286,-4062,-5220,0,-78,-5142,0,0,0,0,0,0,-4
1196,20140312,20140312,9650,2,510,5.58,1932,-12535,12535,0,0,0,0,0,0,0,0,0,0,0
1197,20140311,20140311,9140,2,10,0.11,424,-776,821,0,0,0,0,0,0,0,0,0,0,-45
1198,20140310,20140310,9130,2,40,0.44,683,-16,2417,0,0,0,0,0,0,0,0,0,-2000,-401
1199,20140307,20140307,9090,2,230,2.6,934,-6186,6149,0,0,0,0,0,0,0,0,0,0,37
1200,20140306,20140306,-8860,5,-140,-1.56,1514,27847,-7194,-22662,0,0,0,0,0,-22662,0,0,2000,9
1201,20140305,20140305,-9000,5,-20,-0.22,795,7639,-2639,-2500,0,0,0,0,0,-2500,0,0,-2500,0
1202,20140304,20140304,-9020,5,-30,-0.33,244,4387,213,-5000,0,0,0,0,0,-5000,0,0,0,400
1203,20140303,20140303,-9050,5,-100,-1.09,273,5987,-2987,-5000,0,0,0,0,0,-5000,0,0,2000,0
1204,20140228,20140228,9150,2,70,0.77,677,-12293,1182,10527,0,9979,5548,0,0,-5000,0,0,584,0
1205,20140227,20140227,-9080,5,-160,-1.73,841,-5141,-2525,-5000,0,0,0,0,0,-5000,0,0,12666,0
1206,20140226,20140226,-9240,5,-270,-2.84,676,8353,-3353,-5000,0,0,0,0,0,-5000,0,0,0,0
1207,20140225,20140225,9510,2,60,0.63,453,-9593,2126,0,0,0,0,0,0,0,0,0,6900,567
1208,20140224,20140224,9450,2,180,1.94,1241,11547,453,-10000,0,0,0,0,0,-10000,0,0,-2000,0
1209,20140221,20140221,-9270,5,-30,-0.32,402,78,11,-89,-89,0,0,0,0,0,0,0,0,0
1210,20140220,20140220,-9300,5,-30,-0.32,242,422,-802,0,0,0,0,0,0,0,0,0,0,380
1211,20140219,20140219,9330,2,120,1.3,687,15607,-1313,-14294,-69,0,0,0,0,-14225,0,0,0,0
1212,20140218,20140218,9210,2,80,0.88,380,5492,-492,-5000,0,0,0,0,0,-5000,0,0,0,0
1213,20140217,20140217,-9130,5,-120,-1.3,402,5605,-1605,-5000,0,0,0,0,0,-5000,0,0,1000,0
1214,20140214,20140214,-9250,5,-60,-0.64,595,3698,-217,-5000,0,0,0,0,0,-5000,0,0,1000,519
1215,20140213,20140213,-9310,5,-40,-0.43,637,4417,-1434,-1316,-73,1700,390,0,0,-3333,0,0,-1667,0
1216,20140212,20140212,-9350,5,-10,-0.11,731,8540,-5181,-3361,-3361,0,0,0,0,0,0,0,0,2
1217,20140211,20140211,9360,2,600,6.85,2772,-13847,3996,15351,3400,9500,18534,0,0,-20583,4500,0,-5500,0
1218,20140210,20140210,-8760,5,-10,-0.11,786,1298,2082,0,0,0,0,0,0,0,0,0,-3500,120
1219,20140207,20140207,8770,2,20,0.23,751,16089,2990,-10000,0,0,0,0,0,-10000,0,0,-9009,-70
1220,20140206,20140206,-8750,5,-90,-1.02,1308,35636,5388,-28669,0,0,-8669,0,0,-20000,0,0,-12425,70
1221,20140205,20140205,-8840,5,-100,-1.12,954,10198,-198,-10000,0,0,0,0,0,-10000,0,0,0,0
1222,20140204,20140204,-8940,5,-440,-4.69,1285,34991,4365,-34519,-1985,-1296,-9675,0,0,-15000,-6563,0,-4837,0
1223,20140203,20140203,-9380,5,-530,-5.35,1252,32491,1397,-33109,0,-503,-2606,0,0,-30000,0,0,-779,0
1224,20140129,20140129,-9910,5,-90,-0.9,640,2101,-2078,-23,-23,0,0,0,0,0,0,0,0,0
1225,20140128,20140128,-10000,5,-150,-1.48,1286,29847,-4534,-23318,12,-1615,-8438,0,0,-5000,-8277,0,-1995,0
1226,20140127,20140127,-10150,5,-850,-7.73,2136,45061,-15413,-26718,34,0,-5858,0,0,-20894,0,0,-2930,0
1227,20140124,20140124,11000,2,400,3.77,3356,81526,-1738,-76411,-1012,-887,0,0,0,-69281,-5231,0,-3627,250
1228,20140123,20140123,-10600,5,-300,-2.75,835,10497,-13080,2583,-2511,0,0,0,0,5094,0,0,0,0
1229,20140122,20140122,-10900,5,-200,-1.8,810,34886,-20386,-14500,-2500,0,0,0,0,-12000,0,0,0,0
1230,20140121,20140121,11100,2,250,2.3,1540,10736,1764,-9500,2500,0,0,0,0,-9500,0,-2500,-3000,0
1231,20140120,20140120,10850,2,550,5.34,1793,19201,-15676,-3500,3500,0,0,0,0,-7000,0,0,0,-25
1232,20140117,20140117,-10300,5,-200,-1.9,708,7852,-18852,11000,0,1000,0,0,0,10000,0,0,0,0
1233,20140116,20140116,10500,3,0,0.0,752,14702,-12784,-1918,-11,-4000,-3750,0,0,5843,0,0,0,0
1234,20140115,20140115,10500,2,680,6.92,1125,5420,7365,-10910,-35,0,-1875,0,0,-6500,0,-2500,-1875,0
1235,20140114,20140114,-9820,5,-230,-2.29,714,2084,-2084,0,0,0,0,0,0,0,0,0,0,0
1236,20140113,20140113,-10050,5,-200,-1.95,477,18573,1427,-18000,-5000,0,0,0,0,-13000,0,0,-2000,0
1237,20140110,20140110,-10250,5,-300,-2.84,361,6259,-1259,-5000,0,0,0,0,0,-5000,0,0,0,0
1238,20140109,20140109,10550,2,50,0.48,359,10576,-568,-10012,-12,0,0,0,0,-10000,0,0,0,4
1239,20140108,20140108,10500,2,150,1.45,472,10386,-372,-10035,-35,0,0,0,0,-10000,0,0,0,21
1240,20140107,20140107,10350,2,350,3.5,859,9642,5358,-15000,0,0,0,0,0,-15000,0,0,0,0
1241,20140106,20140106,10000,2,10,0.1,460,930,-930,0,0,0,0,0,0,0,0,0,0,0
1242,20140103,20140103,-9990,5,-10,-0.1,936,16644,3403,-20047,-47,0,0,0,0,-20000,0,0,0,0
1243,20140102,20140102,-10000,5,-150,-1.48,2049,40667,4958,-45330,-12,0,-1667,0,0,-43651,0,0,-295,0
1244,20131230,20131230,-10150,5,-100,-0.98,1370,16352,-14529,-1118,0,0,-1118,0,0,0,0,0,-705,0
1245,20131227,20131227,10250,1,1330,14.91,3038,31010,8687,-27562,59,-1207,-26414,0,0,0,0,0,-12135,0
1246,20131226,20131226,-8920,5,-280,-3.04,1327,-4130,4105,25,25,0,0,0,0,0,0,0,0,0
1247,20131224,20131224,-9200,5,-380,-3.97,1145,18620,-2498,-16077,0,0,-6104,0,-9973,0,0,0,0,-45
1248,20131223,20131223,9580,2,60,0.63,1020,-10647,3112,7535,0,0,-2465,0,0,10000,0,0,0,0
1249,20131220,20131220,9520,2,30,0.32,765,-11288,1243,10000,0,0,0,0,0,10000,0,0,0,45
1250,20131219,20131219,9490,2,40,0.42,897,-13168,3152,5012,12,0,0,0,0,5000,0,0,5000,4
1251,20131218,20131218,-9450,5,-240,-2.48,444,-1316,1305,11,11,0,0,0,0,0,0,0,0,0
1252,20131217,20131217,-9690,5,-260,-2.61,777,-6007,-25,6032,32,0,0,0,0,0,0,6000,0,0
1253,20131216,20131216,-9950,5,-300,-2.93,329,2091,-2126,35,35,0,0,0,0,0,0,0,0,0
1254,20131213,20131213,-10250,5,-300,-2.84,582,-1321,-3691,5012,12,0,0,0,0,5000,0,0,0,0
1255,20131212,20131212,-10550,5,-150,-1.4,428,-1122,987,0,0,0,0,0,0,0,0,0,0,135
1256,20131211,20131211,-10700,5,-150,-1.38,398,-8785,2785,6000,0,0,0,0,0,6000,0,0,0,0
1257,20131210,20131210,-10850,5,-250,-2.25,281,-3030,3023,7,7,0,0,0,0,0,0,0,0,0
1258,20131209,20131209,-11100,5,-300,-2.63,547,20353,-4353,-16000,0,-11000,-5000,0,0,0,0,0,0,0
1259,20131206,20131206,11400,2,200,1.79,458,918,-918,0,0,0,0,0,0,0,0,0,0,0
1260,20131205,20131205,11200,2,200,1.82,423,7977,2011,-9988,12,0,0,0,0,-10000,0,0,0,0
1261,20131204,20131204,11000,2,200,1.85,1187,10189,-1724,-8270,-12,0,-1897,0,0,-6361,0,0,-195,0
1262,20131203,20131203,-10800,5,-50,-0.46,264,2448,-2437,-11,-11,0,0,0,0,0,0,0,0,0
1263,20131202,20131202,-10850,5,-100,-0.91,263,-4279,4290,-11,-11,0,0,0,0,0,0,0,0,0
1264,20131129,20131129,10950,2,200,1.86,362,-15032,38,9994,-6,0,0,0,0,5000,0,5000,5000,0
1265,20131128,20131128,10750,2,200,1.9,332,-2480,2482,0,0,0,0,0,0,0,0,0,0,-2
1266,20131127,20131127,10550,2,400,3.94,791,16690,-16592,0,0,0,0,0,0,0,0,0,0,-98
1267,20131126,20131126,-10150,5,-50,-0.49,761,23524,-26598,2974,-2026,0,0,0,0,5000,0,0,0,100
1268,20131125,20131125,10200,2,150,1.49,211,-2156,2706,0,0,0,0,0,0,0,0,0,-300,-250
1269,20131122,20131122,10050,3,0,0.0,385,-5640,5885,-245,-245,0,0,0,0,0,0,0,0,0
1270,20131121,20131121,-10050,5,-300,-2.9,587,19442,720,-18262,-571,0,-17691,0,0,0,0,0,-1900,0
1271,20131120,20131120,-10350,5,-250,-2.36,408,12743,-136,-12607,-3669,0,-8938,0,0,0,0,0,0,0
1272,20131119,20131119,-10600,5,-300,-2.75,536,29334,-16579,-12755,-3648,0,-9107,0,0,0,0,0,0,0
1273,20131118,20131118,10900,2,100,0.93,360,-2665,-2342,5007,7,0,0,0,0,5000,0,0,0,0
1274,20131115,20131115,10800,2,200,1.89,612,-544,2715,-165,0,0,0,0,0,-165,0,0,-1850,-156
1275,20131114,20131114,-10600,5,-100,-0.93,284,2018,-2018,0,0,0,0,0,0,0,0,0,0,0
1276,20131113,20131113,10700,2,50,0.47,349,-1450,-1550,1500,0,0,1500,0,0,0,0,0,1500,0
1277,20131112,20131112,-10650,5,-50,-0.47,212,-2006,2006,0,0,0,0,0,0,0,0,0,0,0
1278,20131111,20131111,-10700,5,-400,-3.6,1720,-9344,-3376,12744,-256,0,0,0,0,13000,0,0,0,-24
1279,20131108,20131108,-11100,5,-550,-4.72,1056,39790,-3124,-26666,390,-3000,-16656,0,0,-7400,0,0,-10000,0
1280,20131107,20131107,-11650,5,-150,-1.27,643,107,-119,12,12,0,0,0,0,0,0,0,0,0
1281,20131106,20131106,-11800,5,-300,-2.48,515,10528,-7483,-3000,0,0,-3000,0,0,0,0,0,200,-245
1282,20131105,20131105,-12100,5,-250,-2.02,580,12151,-6093,-3294,0,0,-3294,0,0,0,0,0,-2196,-568
1283,20131104,20131104,12350,2,250,2.07,778,5688,7346,-14000,-6000,0,0,0,0,-8000,0,0,0,966
1284,20131101,20131101,12100,2,200,1.68,581,3748,2355,-6103,-3051,0,-3052,0,0,0,0,0,0,0
1285,20131031,20131031,-11900,5,-400,-3.25,680,10014,-3997,-5411,-843,0,-2568,0,0,-2000,0,0,-606,0
1286,20131030,20131030,12300,3,0,0.0,456,7867,-8072,0,0,0,0,0,0,0,0,0,250,-45
1287,20131029,20131029,12300,3,0,0.0,831,2877,243,-2129,-2838,0,-8514,0,9973,0,0,-750,-2838,1847
1288,20131028,20131028,12300,2,450,3.8,1550,-9001,-114,9455,1859,0,0,0,0,5691,0,1905,0,-340
1289,20131025,20131025,11850,2,300,2.6,636,-1421,-2720,4141,4141,0,0,0,0,0,0,0,0,0
1290,20131024,20131024,11550,2,300,2.67,580,10090,-6191,-4239,-423,0,-3393,0,0,0,-423,0,0,340
1291,20131023,20131023,-11250,5,-450,-3.85,701,18641,-4779,-12874,498,0,-3372,0,0,-10000,0,0,-988,0
1292,20131022,20131022,11700,2,150,1.3,522,5790,508,702,702,0,0,0,0,0,0,0,-7000,0
1293,20131021,20131021,-11550,5,-200,-1.7,1036,20541,-20517,-24,-24,0,0,0,0,0,0,0,0,0
1294,20131018,20131018,11750,2,300,2.62,800,361,5639,-2500,0,0,-2500,0,0,0,0,0,-3500,0
1295,20131017,20131017,11450,2,450,4.09,2322,-7380,1859,4506,-494,0,0,0,0,5000,0,0,1000,15
1296,20131016,20131016,-11000,5,-800,-6.78,1966,10643,-11924,749,-4251,0,0,0,0,5000,0,0,532,0
1297,20131015,20131015,11800,2,200,1.72,1246,-7730,7730,0,0,0,0,0,0,0,0,0,0,0
1298,20131014,20131014,11600,2,250,2.2,686,1834,6786,-1000,-1000,0,0,0,0,0,0,0,-7650,30
1299,20131011,20131011,-11350,5,-200,-1.73,1274,31449,-14279,5000,0,0,5000,0,0,0,0,0,-21213,-957
1300,20131010,20131010,11550,2,250,2.21,694,-7445,2325,4500,-5500,0,0,0,0,10000,0,0,0,620
1301,20131008,20131008,-11300,5,-600,-5.04,1259,9525,48,-2000,-2000,0,0,0,0,0,0,0,-7560,-13
1302,20131007,20131007,-11900,5,-400,-3.25,552,4717,-5101,384,670,0,0,0,0,-286,0,0,0,0
1303,20131004,20131004,12300,2,200,1.65,1099,6705,5925,-2689,-3439,0,0,0,0,0,0,750,-9961,20
1304,20131002,20131002,-12100,5,-300,-2.42,1890,48711,-1931,-47110,11835,0,-56296,0,0,0,-2649,0,0,330
1305,20131001,20131001,-12400,5,-550,-4.25,1535,8564,-2564,-5000,-5000,0,0,0,0,0,0,0,-1000,0
1306,20130930,20130930,12950,2,250,1.97,5201,47902,-18328,-7417,483,0,0,0,0,-10000,0,2100,-21957,-200
1307,20130927,20130927,12700,2,950,8.09,3520,9842,6091,-7226,5909,0,0,0,0,-3139,0,-9996,-8907,200
1308,20130926,20130926,11750,3,0,0.0,1557,57030,5566,-42507,-8551,-8000,-25956,0,0,0,0,0,-20000,-89
1309,20130925,20130925,-11750,5,-400,-3.29,1527,27374,-9943,-7431,-1000,0,0,-6431,0,0,0,0,-10000,0
1310,20130924,20130924,-12150,5,-100,-0.82,1437,16470,6810,-23480,-7220,0,-16260,0,0,0,0,0,200,0
1311,20130923,20130923,-12250,5,-450,-3.54,1059,24460,-7191,-17286,-1892,410,-9348,0,0,-6456,0,0,0,17
1312,20130917,20130917,-12700,5,-100,-0.78,592,10917,-7219,-2705,-987,0,-1718,0,0,0,0,0,-1146,153
1313,20130916,20130916,12800,3,0,0.0,567,12330,-2809,-7809,11,0,-4487,0,0,-3333,0,0,-1667,-45
1314,20130913,20130913,12800,2,50,0.39,617,-544,1264,280,528,0,-248,0,0,0,0,0,-1000,0
1315,20130912,20130912,12750,2,50,0.39,1532,7511,335,-8894,2819,0,-2666,0,0,0,0,-9047,1000,48
1316,20130911,20130911,12700,2,200,1.6,713,-3389,4389,0,0,0,0,0,0,0,0,0,-1000,0
1317,20130910,20130910,-12500,5,-300,-2.34,2181,91920,-12893,-80693,-4905,-38475,-24526,0,0,-11666,-1121,0,1666,0
1318,20130909,20130909,-12800,5,-200,-1.54,1155,50955,351,-48806,-3137,0,-45669,0,0,0,0,0,-2500,0
1319,20130906,20130906,-13000,5,-250,-1.89,982,1185,-5732,-453,0,0,0,0,0,0,0,-453,5000,0
1320,20130905,20130905,13250,2,350,2.71,1879,13506,-9992,-14312,-12,-4300,0,0,0,-10000,0,0,10800,-2
1321,20130904,20130904,12900,3,0,0.0,1328,22776,-2700,-20078,608,0,-20686,0,0,0,0,0,0,2
1322,20130903,20130903,-12900,5,-300,-2.27,1132,29373,-1400,-27973,0,0,-17973,0,0,0,-10000,0,0,0
1323,20130902,20130902,13200,2,600,4.76,1532,4814,773,-6446,-96,995,-2135,0,0,0,-5210,0,859,0
1324,20130830,20130830,-12600,5,-400,-3.08,1809,14570,-3285,6945,251,-3306,0,0,0,10000,0,0,-18160,-70
1325,20130829,20130829,-13000,5,-400,-2.99,2113,5714,6691,4105,-1406,-752,-13237,0,0,10000,0,9500,-16430,-80
1326,20130828,20130828,13400,2,200,1.52,2991,5060,3309,-15680,5985,-41458,19793,0,0,0,0,0,7401,-90
1327,20130827,20130827,-13200,5,-700,-5.04,2033,27321,2688,-28009,0,-30102,-9582,0,-200,11875,0,0,-2000,0
1328,20130826,20130826,-13900,5,-350,-2.46,1238,31920,-353,-30468,0,-15965,-15048,0,0,1620,-1075,0,-1099,0
1329,20130823,20130823,14250,2,600,4.4,839,-2732,-2980,2378,-1400,-2951,6729,0,0,0,0,0,3334,0
1330,20130822,20130822,-13650,5,-150,-1.09,1312,-30582,-4045,34628,17640,-1154,20342,0,0,-4346,2146,0,0,-1
1331,20130821,20130821,13800,3,0,0.0,1995,3188,1265,-1492,-4000,0,2508,0,0,0,0,0,-2953,-8
1332,20130820,20130820,-13800,5,-950,-6.44,2511,18475,-1340,-14218,328,-6000,0,0,-8846,0,0,300,-2337,-580
1333,20130819,20130819,-14750,5,-500,-3.28,3625,11640,25310,-32920,500,0,-38420,0,0,5000,0,0,-4030,0
1334,20130816,20130816,-15250,5,-650,-4.09,5872,82026,-4165,-85434,-30796,-4435,-71127,0,0,35950,-5796,-9230,7573,0
1335,20130814,20130814,-15900,5,-450,-2.75,630,5055,-1236,-3519,-970,-549,-2000,0,0,0,0,0,0,-300
1336,20130813,20130813,16350,2,150,0.93,1686,9128,168,-8388,-18520,-1032,18131,0,0,-6055,-912,0,-908,0
1337,20130812,20130812,-16200,5,-600,-3.57,1248,12392,-3692,-8400,-3400,0,0,0,0,-5000,0,0,0,-300
1338,20130809,20130809,16800,2,50,0.3,1164,-4960,0,3260,-1110,842,2362,0,0,0,1166,0,1400,300
1339,20130808,20130808,16750,3,0,0.0,2566,-34206,3606,33588,20389,-2150,23964,0,0,-9449,834,0,-3726,738
1340,20130807,20130807,-16750,5,-150,-0.89,3151,28702,-10762,-18352,-3916,0,24642,0,0,-39078,0,0,0,412
1341,20130806,20130806,16900,2,1250,7.99,4121,-12653,9344,9982,3829,0,9537,0,0,-12614,0,9230,-6444,-229
1342,20130805,20130805,15650,2,50,0.32,696,-1556,542,1014,-1000,0,2014,0,0,0,0,0,0,0
1343,20130802,20130802,-15600,5,-400,-2.5,2553,-27665,1339,30004,12899,15426,7022,0,0,-15343,10000,0,-3678,0
1344,20130801,20130801,-16000,5,-600,-3.61,1520,24714,-6964,-17750,-2072,614,2461,0,0,-20000,1247,0,0,0
1345,20130731,20130731,16600,2,650,4.08,2523,-46972,41294,8675,27057,1000,-2516,-1400,8846,-24312,0,0,-2997,0
1346,20130730,20130730,-15950,5,-250,-1.54,1287,-8819,5771,-62,-58,0,0,0,0,-10000,0,9996,2881,229
1347,20130729,20130729,-16200,5,-350,-2.11,2050,-10920,-2007,17301,7500,13290,10000,0,0,-13489,0,0,-4374,0
1348,20130726,20130726,-16550,5,-100,-0.6,1678,-9595,176,1919,209,1710,0,0,0,0,0,0,7500,0
1349,20130725,20130725,16650,2,800,5.05,5345,13727,-11184,-8543,3132,2629,-53,0,0,-24315,10064,0,6000,0
1350,20130724,20130724,-15850,5,-350,-2.16,3818,-20179,-7167,23868,82,5546,2,0,0,0,18238,0,10610,-7132
1351,20130723,20130723,16200,2,650,4.18,3879,-60887,11357,40860,0,30129,424,0,0,12341,-2434,400,8670,0
1352,20130722,20130722,-15550,5,-300,-1.89,2700,-31101,-7062,31863,-73,10917,-1447,0,0,0,30404,-7938,6300,0
1353,20130719,20130719,-15850,5,-450,-2.76,3547,37182,-14880,-22102,-4526,-4800,8124,0,0,0,0,-20900,0,-200
1354,20130718,20130718,16300,2,150,0.93,3044,29747,-22707,-5400,0,-1200,0,0,0,0,0,-4200,-2080,440
1355,20130717,20130717,16150,2,950,6.25,5556,-28287,-12267,24888,10579,4481,20169,0,0,-6171,2430,-6600,8754,6912
1356,20130716,20130716,15200,2,550,3.75,2906,-20858,-2326,22534,2534,0,20000,0,0,0,0,0,650,0
1357,20130715,20130715,-14650,5,-600,-3.93,3593,32717,-10520,-9533,-1419,380,59,0,0,-6228,0,-2325,-12664,0
1358,20130712,20130712,-15250,5,-200,-1.29,1987,21246,-17031,-4215,2000,-11220,6205,0,0,0,0,-1200,0,0
1359,20130711,20130711,15450,2,1300,9.19,4380,45586,7488,-41360,-2714,-1852,0,3277,0,-43171,0,3100,-9714,-2000
1360,20130710,20130710,14150,3,0,0.0,1859,27402,-12102,-21000,-21000,0,0,0,0,0,0,0,5700,0
1361,20130709,20130709,14150,2,550,4.04,3441,3502,6019,-13034,-1234,-13751,-14360,0,0,10311,0,6000,3513,0
1362,20130708,20130708,-13600,5,-800,-5.56,6092,-981,4735,14441,18386,-6631,-42618,-650,-100,36054,0,10000,-18152,-43
1363,20130705,20130705,-14400,5,-1100,-7.1,5336,138626,5400,-143567,2000,4000,0,0,0,-155415,-7152,13000,-1459,1000
1364,20130704,20130704,-15500,5,-250,-1.59,1466,9643,2904,-12455,28,0,-12129,0,0,-354,0,0,-92,0
1365,20130703,20130703,-15750,5,-450,-2.78,1683,42630,-2061,-41569,-6500,-23569,-11500,0,0,0,0,0,0,1000
1366,20130702,20130702,-16200,5,-500,-2.99,2565,73242,-49706,-25536,5500,-12070,-12287,0,0,0,0,-6679,2000,0
1367,20130701,20130701,16700,2,150,0.91,1612,25783,-22033,-3750,0,0,0,0,0,-3750,0,0,0,0
1368,20130628,20130628,16550,2,750,4.75,2814,-17950,3965,16687,-1000,15101,-767,0,0,3353,0,0,-2702,0
1369,20130627,20130627,15800,2,700,4.64,2961,53120,-10950,-32170,937,-2899,-14907,664,-5000,-4169,-6796,0,-10000,0
1370,20130626,20130626,15100,2,100,0.67,2754,23503,9665,-22873,0,-14094,-8779,0,0,0,0,0,-10185,-110
1371,20130625,20130625,-15000,5,-550,-3.54,4155,-29251,28328,-815,4336,-40283,0,0,0,32732,2400,0,6519,-4781
1372,20130624,20130624,-15550,5,-1050,-6.33,2625,-662,24161,-31369,120,954,6716,0,0,7478,-1637,-45000,7525,345
1373,20130621,20130621,-16600,5,-350,-2.06,2842,-7993,24068,-10726,343,-7756,-2531,0,0,3742,0,-4524,-5349,0
1374,20130620,20130620,-16950,5,-200,-1.17,3308,-15704,39353,-26077,-8548,-5613,-11625,0,0,19709,0,-20000,2428,0
1375,20130619,20130619,-17150,5,-1000,-5.51,2471,41803,6006,-41809,-1219,-2051,-1539,0,0,0,0,-37000,-6000,0
1376,20130618,20130618,18150,2,300,1.68,2554,-5623,25569,-17102,6398,0,500,0,5000,0,0,-29000,-2844,0
1377,20130617,20130617,-17850,5,-1150,-6.05,2310,14323,4904,-7856,-1155,0,-9972,0,0,3271,0,0,-11371,0
1378,20130614,20130614,-19000,5,-200,-1.04,1266,4047,-2256,4979,0,-236,5215,0,0,0,0,0,-6770,0
1379,20130613,20130613,19200,3,0,0.0,1850,-9839,5134,5004,1541,216,14779,0,-9000,-626,771,-2677,-385,86
1380,20130612,20130612,-19200,5,-500,-2.54,1774,19670,-12259,-6944,-2000,3966,-10149,0,0,3946,570,-3277,-467,0
1381,20130611,20130611,19700,2,700,3.68,2866,17823,509,-22699,-27351,-2928,0,2583,0,4997,0,0,4667,-300
1382,20130610,20130610,-19000,5,-150,-0.78,2340,41492,12931,-52701,-38002,223,-2298,0,0,-2772,7786,-17638,-1722,0
1383,20130607,20130607,-19150,5,-1350,-6.59,5098,13716,14047,-36173,-26866,-4860,-18653,400,100,14765,775,-1834,8410,0
1384,20130605,20130605,-20500,5,-850,-3.98,2470,-1108,1840,8982,-1999,0,6607,0,0,4374,0,0,-9687,-27
1385,20130604,20130604,21350,2,150,0.71,1868,-7424,21480,-14386,-519,-3757,-110,0,0,-10000,0,0,-170,500
1386,20130603,20130603,-21200,5,-1000,-4.5,3155,24269,1741,-17469,-7184,-201,-8963,-1121,0,0,0,0,-12523,3982
1387,20130531,20130531,22200,2,300,1.37,5577,-24023,9847,17629,-17075,-295,20475,0,-4492,19016,0,0,-3453,0
1388,20130530,20130530,-21900,5,-1000,-4.37,5015,600,-12706,14206,-8425,-9884,43805,-33806,0,5000,-1090,18606,420,-2520
1389,20130529,20130529,22900,2,450,2.0,3992,3592,9578,-13485,3771,-1877,-197,-20000,4492,1607,-1281,0,990,-675
1390,20130528,20130528,22450,2,50,0.22,4795,14580,13616,15167,12614,61,380,-220,0,0,2332,0,-42988,-375
1391,20130527,20130527,22400,2,150,0.67,6240,41143,-19069,32851,-1000,-99,12769,0,0,19849,0,1332,-56223,1298
1392,20130524,20130524,22250,2,1350,6.46,10598,-71922,-80749,118780,-72,5148,19495,1000,100,82883,477,9749,33659,232
1393,20130523,20130523,20900,2,1250,6.36,9648,-92122,-6614,102841,-2847,830,345,0,9000,85992,9521,0,-4321,216
1394,20130522,20130522,-19650,5,-100,-0.51,2136,23640,675,-24104,-2148,-1148,-20808,0,0,0,0,0,-195,-16
1395,20130521,20130521,19750,2,200,1.02,2200,10840,-13567,-3275,-2116,1770,-4184,0,0,0,1255,0,5992,10
1396,20130520,20130520,-19550,5,-250,-1.26,1744,5110,-9217,4605,2211,-193,5648,0,0,0,-2416,-645,-498,0
1397,20130516,20130516,19800,2,800,4.21,4518,13743,-18386,6393,-7991,-1311,5695,0,0,10000,0,0,-1750,0
1398,20130515,20130515,-19000,5,-100,-0.52,2259,28443,-11986,-21477,-18342,0,-4213,0,0,0,1078,0,5020,0
1399,20130514,20130514,19100,2,100,0.53,7568,76617,-9474,-70137,4780,-23333,-2845,0,0,-33919,0,-14820,3075,-81
1400,20130513,20130513,-19000,5,-1250,-6.17,8541,156997,-98751,-56575,-474,-7254,-4250,0,0,-40000,0,-4597,-1687,16
1401,20130510,20130510,-20250,5,-50,-0.25,3198,-42574,20999,17340,2000,-1100,-5984,0,0,-576,0,23000,4900,-665
1402,20130509,20130509,-20300,5,-1200,-5.58,4898,54958,2699,-63239,-17200,-1960,-22760,0,0,-319,0,-21000,5582,0
1403,20130508,20130508,-21500,5,-100,-0.46,5075,65477,-26442,-42008,-7096,-1241,16786,0,0,9280,-31737,-28000,2991,-18
1404,20130507,20130507,21600,2,1750,8.82,7781,29347,20386,-45546,2090,46,7689,240,-5950,-14821,0,-34840,-2812,-1375
1405,20130506,20130506,-19850,5,-950,-4.57,3794,37533,3306,-39484,-1800,-15090,-19592,0,0,10000,0,-13002,-977,-378
1406,20130503,20130503,20800,2,900,4.52,7567,115588,-48321,-79018,-1595,-14819,-11137,0,0,-2000,-904,-48563,9870,1881
1407,20130502,20130502,-19900,5,-1100,-5.24,6702,30075,-8194,-23368,-1002,-963,671,0,0,20000,-4074,-38000,7249,-5762
1408,20130430,20130430,-21000,5,-850,-3.89,5674,15888,-25066,25139,-17254,0,32393,0,0,10000,0,0,-14184,-1777
1409,20130429,20130429,-21850,5,-50,-0.23,2734,3275,2535,-6810,-8000,0,-7829,0,0,10000,-981,0,0,1000
1410,20130426,20130426,-21900,5,-100,-0.45,2352,4081,-20369,15264,8252,0,279,0,0,10000,0,-3267,1022,2
1411,20130425,20130425,-22000,5,-600,-2.65,2515,-1411,-16465,20076,0,1470,180,0,0,17611,0,815,-2200,0
1412,20130424,20130424,-22600,5,-50,-0.22,3580,16081,-4368,-12013,0,12225,0,0,0,10000,-5000,-29238,300,0
1413,20130423,20130423,-22650,5,-350,-1.52,2964,-5554,-5173,4327,1600,4957,2093,0,0,5819,-2029,-8113,4600,1800
1414,20130422,20130422,23000,2,2300,11.11,4715,-65983,6636,59422,0,16388,17781,0,6000,19253,0,0,225,-300
1415,20130419,20130419,-20700,5,-850,-3.94,3090,-16512,6402,7110,8162,0,1000,0,0,-1138,0,-914,2000,1000
1416,20130418,20130418,-21550,5,-50,-0.23,2361,-40718,2594,37224,14310,0,15000,0,0,7000,0,914,0,900
1417,20130417,20130417,-21600,5,-900,-4.0,3655,27954,-15920,2966,4400,0,0,0,0,0,0,-1434,-13800,-1200
1418,20130416,20130416,22500,2,100,0.45,3260,-24389,2022,28177,8000,0,18481,210,0,1346,0,140,-6310,500
